id_factura,fecha,id_proveedor,id_departamento,importe,concepto
FAC_6650F508,2026-06-01,PROV_0023,DEP_LEG,3359.69,Diseño Marca Corporativa - Ref 5265
FAC_86A46D20,2024-06-01,PROV_0012,DEP_LEG,893.27,Mantenimiento Ascensores - Ref 4612
FAC_3A0B5DF6,2025-11-22,PROV_0024,DEP_FIN,7388.62,Hardware Portátiles - Ref 6817
FAC_BE9BF4F5,2024-09-26,PROV_0018,DEP_LEG,730.84,Cafetería y Catering - Ref 6672
FAC_7C280054,2025-01-10,PROV_0010,DEP_FIN,348.39,Material de Oficina general - Ref 8188
FAC_EF26F905,2025-01-19,PROV_0014,DEP_OPS,6546.61,Licencias de Software Cloud - Ref 9063
FAC_5FC47FC0,2024-08-10,PROV_0002,DEP_LEG,4620.99,Patrocinio Evento Anual - Ref 3155
FAC_9AC0043F,2025-05-11,PROV_0004,DEP_MKT,8946.47,Consultoría Estratégica Trimestral - Ref 2240
FAC_67DD51B8,2025-01-11,PROV_0008,DEP_HR,481.67,Mobiliario ergonómico - Ref 5603
FAC_08997ABC,2026-02-22,PROV_0014,DEP_MKT,4998.09,Soporte de Sistemas E2E - Ref 2911
FAC_BB2182D0,2024-06-30,PROV_0013,DEP_MKT,1069.03,Diseño Marca Corporativa - Ref 2804
FAC_9EF44368,2024-05-26,PROV_0006,DEP_MKT,2643.68,Sistemas Alarma Instalación - Ref 8201
FAC_053360BF,2024-10-29,PROV_0015,DEP_MKT,2525.55,Fletes Internacionales - Ref 8556
FAC_75DA6754,2024-05-12,PROV_0005,DEP_HR,8941.34,Auditoría de Procesos - Ref 7565
FAC_DA87A988,2026-01-30,PROV_0024,DEP_FIN,6176.6,Mantenimiento Servidores - Ref 5909
FAC_C6439BFA,2024-03-18,PROV_0009,DEP_HR,12443.05,Licencias de Software Cloud - Ref 2361
FAC_FB689039,2025-03-27,PROV_0009,DEP_OPS,2679.79,Soporte de Sistemas E2E - Ref 6467
FAC_957FAE5B,2024-09-06,PROV_0032,DEP_FIN,787.84,Material de Oficina general - Ref 2774
FAC_AD411093,2024-04-08,PROV_0015,DEP_IT,11416.6,Distribución Última Milla - Ref 9228
FAC_93E62EEA,2024-02-09,PROV_0016,DEP_IT,3328.11,Servicio de Vigilancia mensual - Ref 2027
FAC_2BF98E0A,2026-05-17,PROV_0032,DEP_FIN,887.43,Cafetería y Catering - Ref 5784
FAC_A7B92ECD,2025-07-28,PROV_0023,DEP_IT,588.67,Gestión RRSS mensual - Ref 2808
FAC_CF5FF4FF,2025-06-26,PROV_0015,DEP_HR,7896.87,Almacenamiento y Picking - Ref 7282
FAC_713DD120,2024-08-27,PROV_0020,DEP_OPS,9625.2,Asesoría Financiera - Ref 9827
FAC_FEA84B5D,2024-07-06,PROV_0012,DEP_HR,406.01,Limpieza Oficinas Centrales - Ref 3318
FAC_FD0AEEBE,2024-02-25,PROV_0034,DEP_FIN,448.68,Cafetería y Catering - Ref 1441
FAC_383E2BB2,2024-08-18,PROV_0014,DEP_IT,3316.43,Mantenimiento Servidores - Ref 6605
FAC_4FB17CBC,2024-04-03,PROV_0024,DEP_FIN,8150.0,Licencias de Software Cloud - Ref 6477
FAC_6C3AF3F2,2025-05-31,PROV_0005,DEP_HR,8840.37,Auditoría de Procesos - Ref 2385
FAC_B8AAEB34,2025-09-05,PROV_0013,DEP_LEG,4056.52,Patrocinio Evento Anual - Ref 8328
FAC_F606D6EF,2024-02-03,PROV_0015,DEP_FIN,4270.37,Distribución Última Milla - Ref 6671
FAC_F794465E,2025-09-30,PROV_0033,DEP_LEG,2005.5,Campaña Publicidad Digital - Ref 6194
FAC_AAB66CD6,2025-01-16,PROV_0016,DEP_FIN,1883.89,Servicio de Vigilancia mensual - Ref 7806
FAC_B683864A,2024-03-04,PROV_0035,DEP_HR,8995.45,Asesoría Financiera - Ref 7675
FAC_AC53BA2E,2024-08-07,PROV_0024,DEP_HR,6038.97,Soporte de Sistemas E2E - Ref 7986
FAC_B946CFA9,2025-11-08,PROV_0033,DEP_OPS,768.05,Gestión RRSS mensual - Ref 4787
FAC_52B284FE,2024-05-27,PROV_0001,DEP_FIN,12809.44,Consultoría Estratégica Trimestral - Ref 4483
FAC_8911358C,2024-10-01,PROV_0001,DEP_LEG,7984.05,Auditoría de Procesos - Ref 9604
FAC_7A4F4B80,2024-09-12,PROV_0009,DEP_OPS,13865.83,Mantenimiento Servidores - Ref 2182
FAC_B67CFC41,2025-08-09,PROV_0016,DEP_LEG,2868.14,Control Acceso Biométrico - Ref 7904
FAC_DEE5EF3E,2026-04-16,PROV_0033,DEP_OPS,4436.67,Gestión RRSS mensual - Ref 5058
FAC_1EBF1322,2025-01-02,PROV_0022,DEP_HR,973.01,Tasas de Registro y Patentes - Ref 8945
FAC_D55BC290,2024-09-28,PROV_0008,DEP_OPS,658.23,Consumibles y Papelería - Ref 8521
FAC_7DDFCDCF,2024-07-05,PROV_0012,DEP_MKT,9550.0,Reparación Climatización - Ref 5839
FAC_CF3AD933,2024-11-27,PROV_0006,DEP_HR,7999.0,Control Acceso Biométrico - Ref 1683
FAC_4281117B,2025-06-05,PROV_0006,DEP_IT,8550.0,Sistemas Alarma Instalación - Ref 7668
FAC_56DB387C,2026-02-05,PROV_0001,DEP_IT,8352.84,Consultoría Estratégica Trimestral - Ref 7117
FAC_218770BB,2025-10-03,PROV_0029,DEP_FIN,2316.77,Defensa Jurídica mensual - Ref 4886
FAC_08A273FE,2024-11-11,PROV_0021,DEP_LEG,6393.22,Asesoría Financiera - Ref 4443
FAC_4C365503,2025-12-21,PROV_0021,DEP_FIN,12875.97,Auditoría de Procesos - Ref 5797
FAC_26BDB4CF,2025-04-17,PROV_0003,DEP_LEG,91.07,Cafetería y Catering - Ref 2278
FAC_00417CD1,2025-12-01,PROV_0026,DEP_HR,12777.75,Servicio Formación Ejecutiva - Ref 6939
FAC_9C4D4078,2025-05-09,PROV_0002,DEP_MKT,4126.9,Gestión RRSS mensual - Ref 8618
FAC_8C1CF5E5,2024-03-07,PROV_0013,DEP_IT,1286.05,Diseño Marca Corporativa - Ref 8113
FAC_F2B70A68,2026-02-01,PROV_0031,DEP_IT,8699.0,Asesoría Financiera - Ref 6763
FAC_367C1EAA,2024-07-14,PROV_0010,DEP_MKT,8699.0,Material de Oficina general - Ref 5881
FAC_7291B4A1,2024-07-09,PROV_0023,DEP_IT,1631.2,Diseño Marca Corporativa - Ref 7024
FAC_233E0660,2025-08-19,PROV_0023,DEP_IT,2739.02,Patrocinio Evento Anual - Ref 2631
FAC_43860EA3,2024-08-18,PROV_0014,DEP_IT,8795.44,Mantenimiento Servidores - Ref 4640
FAC_DE0B3548,2026-06-03,PROV_0027,DEP_HR,4806.08,Auditoría de Procesos - Ref 8968
FAC_731E4389,2026-04-08,PROV_0035,DEP_FIN,7157.86,Servicio Formación Ejecutiva - Ref 1811
FAC_03C22CD4,2024-07-04,PROV_0014,DEP_MKT,11952.11,Hardware Portátiles - Ref 7373
FAC_2131D26E,2026-02-05,PROV_0031,DEP_LEG,10327.19,Consultoría Estratégica Trimestral - Ref 3632
FAC_397F2592,2025-02-21,PROV_0033,DEP_LEG,2372.38,Gestión RRSS mensual - Ref 2446
FAC_3A4EF20B,2024-02-06,PROV_0020,DEP_HR,10385.04,Consultoría Estratégica Trimestral - Ref 9580
FAC_348A2AC4,2024-10-18,PROV_0008,DEP_IT,727.87,Consumibles y Papelería - Ref 5647
FAC_1F0E8150,2026-04-21,PROV_0025,DEP_OPS,842.84,Mantenimiento Ascensores - Ref 7062
FAC_CD192C7D,2025-01-24,PROV_0022,DEP_HR,3694.15,Servicio Notaría - Ref 8084
FAC_4783359E,2025-06-10,PROV_0013,DEP_IT,3929.35,Diseño Marca Corporativa - Ref 8644
FAC_2B2F75BF,2026-02-18,PROV_0018,DEP_LEG,613.8,Mobiliario ergonómico - Ref 3157
FAC_F5C953CB,2026-05-19,PROV_0034,DEP_IT,887.11,Consumibles y Papelería - Ref 1888
FAC_95CDA7F6,2026-01-19,PROV_0031,DEP_OPS,11149.98,Consultoría Estratégica Trimestral - Ref 8603
FAC_66A3533F,2025-01-30,PROV_0006,DEP_LEG,1655.31,Sistemas Alarma Instalación - Ref 8135
FAC_A23DB434,2025-08-15,PROV_0019,DEP_OPS,4820.72,Servicio Notaría - Ref 9483
FAC_9E1B85B9,2024-01-08,PROV_0009,DEP_OPS,13173.63,Licencias de Software Cloud - Ref 7929
FAC_33EF1E01,2025-11-30,PROV_0003,DEP_FIN,808.52,Consumibles y Papelería - Ref 7827
FAC_74143CBC,2025-07-29,PROV_0018,DEP_MKT,450.31,Consumibles y Papelería - Ref 7801
FAC_A1B1737A,2024-09-25,PROV_0025,DEP_IT,357.85,Limpieza Oficinas Centrales - Ref 7452
FAC_BED54D38,2024-07-26,PROV_0009,DEP_IT,6908.91,Licencias de Software Cloud - Ref 2494
FAC_248F9434,2024-01-30,PROV_0004,DEP_LEG,7712.32,Consultoría Estratégica Trimestral - Ref 6636
FAC_882B9B8B,2024-02-09,PROV_0009,DEP_LEG,11657.45,Hosting Web mensual - Ref 2928
FAC_9EF305EF,2025-07-08,PROV_0016,DEP_MKT,973.27,Servicio de Vigilancia mensual - Ref 1344
FAC_8B9773DD,2024-12-03,PROV_0031,DEP_MKT,14394.76,Servicio Formación Ejecutiva - Ref 4094
FAC_F65AF91A,2025-08-19,PROV_0023,DEP_OPS,1503.68,Gestión RRSS mensual - Ref 5745
FAC_E044A0D2,2024-12-19,PROV_0001,DEP_MKT,3337.38,Consultoría Estratégica Trimestral - Ref 9917
FAC_056AA28F,2025-01-20,PROV_0033,DEP_MKT,1315.96,Campaña Publicidad Digital - Ref 1936
FAC_CA549D67,2025-02-10,PROV_0016,DEP_HR,1470.81,Servicio de Vigilancia mensual - Ref 2744
FAC_D37695FA,2025-06-28,PROV_0033,DEP_IT,2930.27,Diseño Marca Corporativa - Ref 5379
FAC_910DBE7D,2025-05-12,PROV_0017,DEP_LEG,3122.48,Campaña Publicidad Digital - Ref 6993
FAC_22FD47C6,2025-12-25,PROV_0013,DEP_OPS,2652.63,Diseño Marca Corporativa - Ref 1179
FAC_F21447DB,2024-04-07,PROV_0024,DEP_MKT,9914.14,Licencias de Software Cloud - Ref 4813
FAC_E2141B9C,2025-01-19,PROV_0015,DEP_IT,5342.51,Fletes Internacionales - Ref 1672
FAC_AE51F58C,2024-06-16,PROV_0026,DEP_IT,11053.53,Servicio Formación Ejecutiva - Ref 6542
FAC_F0C2538E,2025-09-20,PROV_0001,DEP_MKT,5153.86,Asesoría Financiera - Ref 5649
FAC_F158DC0D,2026-04-22,PROV_0009,DEP_MKT,5009.54,Hardware Portátiles - Ref 7696
FAC_EF45BBFA,2024-12-28,PROV_0015,DEP_OPS,2517.98,Fletes Internacionales - Ref 2014
FAC_B8273353,2024-07-13,PROV_0030,DEP_IT,8700.0,Consumibles y Papelería - Ref 8064
FAC_68268C9D,2025-09-23,PROV_0032,DEP_IT,436.43,Material de Oficina general - Ref 7241
FAC_6073B1FB,2025-04-06,PROV_0035,DEP_LEG,14244.6,Asesoría Financiera - Ref 9442
FAC_0E971623,2026-01-04,PROV_0026,DEP_FIN,3778.47,Consultoría Estratégica Trimestral - Ref 1675
FAC_3E9A3EA9,2026-01-06,PROV_0002,DEP_OPS,2303.24,Diseño Marca Corporativa - Ref 3953
FAC_76AD01D5,2025-01-21,PROV_0014,DEP_MKT,14737.86,Hosting Web mensual - Ref 7593
FAC_B41F9E69,2024-04-15,PROV_0023,DEP_OPS,1619.82,Campaña Publicidad Digital - Ref 9585
FAC_37B9E0A5,2024-03-02,PROV_0015,DEP_FIN,10831.25,Servicios de Transporte Nacional - Ref 9098
FAC_E85B2538,2024-03-12,PROV_0011,DEP_OPS,2611.35,Control Acceso Biométrico - Ref 1224
FAC_448456DA,2025-04-23,PROV_0014,DEP_IT,5480.66,Mantenimiento Servidores - Ref 5609
FAC_4CFF781C,2025-03-31,PROV_0002,DEP_LEG,4151.27,Diseño Marca Corporativa - Ref 9093
FAC_3F95D739,2024-01-04,PROV_0013,DEP_LEG,1182.93,Gestión RRSS mensual - Ref 5832
FAC_3CC35B23,2025-11-16,PROV_0030,DEP_IT,232.96,Material de Oficina general - Ref 4346
FAC_E36AEBC6,2024-03-14,PROV_0018,DEP_LEG,311.53,Consumibles y Papelería - Ref 3727
FAC_FA9A4E67,2024-05-31,PROV_0001,DEP_HR,6896.14,Consultoría Estratégica Trimestral - Ref 3844
FAC_745828C7,2025-08-08,PROV_0017,DEP_OPS,3440.43,Patrocinio Evento Anual - Ref 1628
FAC_59FBA947,2024-07-17,PROV_0023,DEP_IT,4103.2,Gestión RRSS mensual - Ref 6708
FAC_538333CD,2025-08-21,PROV_0027,DEP_MKT,14117.48,Asesoría Financiera - Ref 7412
FAC_F3680C84,2024-08-22,PROV_0001,DEP_LEG,3245.93,Asesoría Financiera - Ref 3880
FAC_8DE0D05A,2025-10-21,PROV_0004,DEP_IT,12550.0,Auditoría de Procesos - Ref 4032
FAC_3A911A91,2024-10-24,PROV_0025,DEP_OPS,499.03,Limpieza Oficinas Centrales - Ref 4488
FAC_6049E7F5,2024-10-22,PROV_0030,DEP_OPS,377.79,Material de Oficina general - Ref 2200
FAC_E45BDF3F,2025-08-23,PROV_0002,DEP_FIN,8390.0,Campaña Publicidad Digital - Ref 5438
FAC_2167C4E8,2025-05-09,PROV_0013,DEP_MKT,4582.41,Diseño Marca Corporativa - Ref 3725
FAC_D590718A,2024-11-22,PROV_0006,DEP_MKT,2861.6,Control Acceso Biométrico - Ref 9233
FAC_BB6B3F93,2025-05-31,PROV_0021,DEP_HR,13124.13,Servicio Formación Ejecutiva - Ref 4787
FAC_AD9AB61B,2026-06-04,PROV_0027,DEP_FIN,11673.67,Servicio Formación Ejecutiva - Ref 8963
FAC_C12DDB48,2024-06-17,PROV_0007,DEP_MKT,9700.0,Hardware Portátiles - Ref 8570
FAC_8FADB658,2025-05-21,PROV_0021,DEP_LEG,12683.08,Auditoría de Procesos - Ref 5417
FAC_6B02D4A9,2025-02-26,PROV_0025,DEP_MKT,840.4,Reparación Climatización - Ref 7573
FAC_4912C88D,2026-03-06,PROV_0016,DEP_LEG,1760.49,Sistemas Alarma Instalación - Ref 4030
FAC_5E85EF31,2025-04-28,PROV_0022,DEP_HR,8800.0,Asesoría Legal laboral - Ref 6494
FAC_45F29527,2025-04-23,PROV_0028,DEP_MKT,1365.53,Patrocinio Evento Anual - Ref 6504
FAC_115C424A,2025-07-07,PROV_0011,DEP_LEG,4161.34,Sistemas Alarma Instalación - Ref 3444
FAC_D1C44022,2025-07-10,PROV_0004,DEP_OPS,7255.0,Consultoría Estratégica Trimestral - Ref 4070
FAC_18B655E3,2024-09-08,PROV_0031,DEP_HR,5267.87,Asesoría Financiera - Ref 8584
FAC_F41FD7E1,2026-05-29,PROV_0002,DEP_HR,1371.24,Campaña Publicidad Digital - Ref 2727
FAC_750F0A62,2024-11-24,PROV_0035,DEP_HR,5032.27,Asesoría Financiera - Ref 1279
FAC_69A1DB34,2025-11-12,PROV_0034,DEP_LEG,332.31,Cafetería y Catering - Ref 1344
FAC_26B6731F,2024-04-29,PROV_0010,DEP_HR,8400.0,Consumibles y Papelería - Ref 9881
FAC_7F7736A7,2025-03-19,PROV_0017,DEP_LEG,3229.8,Gestión RRSS mensual - Ref 1848
FAC_3D5A8090,2025-03-16,PROV_0026,DEP_MKT,11263.75,Asesoría Financiera - Ref 6985
FAC_3713692D,2025-11-08,PROV_0007,DEP_FIN,13814.33,Mantenimiento Servidores - Ref 6539
FAC_E4165A96,2026-05-22,PROV_0006,DEP_FIN,7790.0,Control Acceso Biométrico - Ref 5859
FAC_BD8BD6E1,2024-09-25,PROV_0025,DEP_HR,59.91,Reparación Climatización - Ref 1520
FAC_07FC87D3,2025-01-16,PROV_0034,DEP_IT,945.51,Cafetería y Catering - Ref 2373
FAC_31A14130,2025-05-17,PROV_0012,DEP_IT,93.93,Mantenimiento Ascensores - Ref 9900
FAC_0D35BD59,2025-01-30,PROV_0013,DEP_LEG,3758.24,Gestión RRSS mensual - Ref 8126
FAC_379CC5D9,2025-06-27,PROV_0010,DEP_LEG,489.04,Cafetería y Catering - Ref 9530
FAC_ED22B131,2026-05-30,PROV_0030,DEP_MKT,8290.0,Material de Oficina general - Ref 9889
FAC_B4B67EC3,2026-02-10,PROV_0019,DEP_OPS,1611.06,Defensa Jurídica mensual - Ref 5689
FAC_6D7BE04A,2026-01-30,PROV_0020,DEP_HR,10980.07,Asesoría Financiera - Ref 2462
FAC_F724203D,2025-01-14,PROV_0012,DEP_MKT,460.56,Consumo Eléctrico Centralizado - Ref 7877
FAC_F98C33E4,2024-08-14,PROV_0023,DEP_MKT,2190.17,Patrocinio Evento Anual - Ref 1977
FAC_C0B6DFFF,2025-02-19,PROV_0031,DEP_MKT,14487.91,Servicio Formación Ejecutiva - Ref 9887
FAC_EF308BFF,2025-03-11,PROV_0016,DEP_HR,4012.04,Sistemas Alarma Instalación - Ref 1736
FAC_F0E64A49,2025-07-13,PROV_0011,DEP_FIN,3259.66,Sistemas Alarma Instalación - Ref 3313
FAC_593F6454,2024-02-03,PROV_0009,DEP_OPS,7425.54,Licencias de Software Cloud - Ref 4966
FAC_1CBEEE4D,2024-07-16,PROV_0028,DEP_FIN,627.06,Gestión RRSS mensual - Ref 1530
FAC_E7AC2390,2024-09-14,PROV_0019,DEP_OPS,2696.03,Tasas de Registro y Patentes - Ref 7513
FAC_96AEEC74,2025-08-11,PROV_0008,DEP_HR,86.96,Material de Oficina general - Ref 9650
FAC_30A66BA7,2025-03-19,PROV_0034,DEP_MKT,490.07,Consumibles y Papelería - Ref 9469
FAC_6900D63A,2025-02-09,PROV_0013,DEP_IT,1698.7,Patrocinio Evento Anual - Ref 5344
FAC_F71B4CDE,2026-03-03,PROV_0002,DEP_LEG,3650.01,Patrocinio Evento Anual - Ref 6794
FAC_BF9A5585,2024-01-20,PROV_0033,DEP_OPS,1345.45,Gestión RRSS mensual - Ref 2452
FAC_7BC505E2,2025-05-11,PROV_0014,DEP_HR,14995.4,Hardware Portátiles - Ref 8057
FAC_C4FD76F9,2026-04-09,PROV_0011,DEP_LEG,4201.29,Servicio de Vigilancia mensual - Ref 2657
FAC_165AFE73,2026-03-30,PROV_0003,DEP_HR,943.34,Material de Oficina general - Ref 9697
FAC_D356EF79,2024-12-23,PROV_0010,DEP_HR,801.93,Mobiliario ergonómico - Ref 9639
FAC_DE8A46F0,2025-10-17,PROV_0031,DEP_FIN,8650.0,Servicio Formación Ejecutiva - Ref 5787
FAC_341BE129,2024-10-21,PROV_0022,DEP_IT,758.05,Tasas de Registro y Patentes - Ref 5801
FAC_D259D63D,2024-07-18,PROV_0035,DEP_HR,12392.43,Asesoría Financiera - Ref 1416
FAC_B8421428,2024-05-29,PROV_0032,DEP_HR,676.69,Mobiliario ergonómico - Ref 2343
FAC_CDFE5622,2025-06-10,PROV_0001,DEP_LEG,12801.46,Consultoría Estratégica Trimestral - Ref 7498
FAC_412D5118,2024-07-18,PROV_0033,DEP_HR,3060.22,Patrocinio Evento Anual - Ref 3482
FAC_FB54345F,2025-12-27,PROV_0008,DEP_HR,658.94,Mobiliario ergonómico - Ref 6109
FAC_FEA4D146,2026-04-26,PROV_0031,DEP_LEG,4714.24,Auditoría de Procesos - Ref 4065
FAC_453909AA,2025-06-06,PROV_0028,DEP_IT,2967.32,Patrocinio Evento Anual - Ref 2321
FAC_E69F1937,2024-11-17,PROV_0011,DEP_FIN,4479.58,Control Acceso Biométrico - Ref 1495
FAC_F546A193,2024-03-06,PROV_0010,DEP_LEG,413.17,Cafetería y Catering - Ref 7907
FAC_A842FE82,2024-10-07,PROV_0018,DEP_HR,213.71,Mobiliario ergonómico - Ref 9113
FAC_F5A24034,2025-08-11,PROV_0009,DEP_IT,14018.32,Hosting Web mensual - Ref 4054
FAC_AFC3DAC5,2026-06-14,PROV_0017,DEP_OPS,1330.88,Diseño Marca Corporativa - Ref 1855
FAC_CC4D584B,2025-12-18,PROV_0008,DEP_FIN,715.54,Material de Oficina general - Ref 5409
FAC_202E658D,2025-12-20,PROV_0021,DEP_LEG,9863.75,Servicio Formación Ejecutiva - Ref 9898
FAC_8DEF4CBC,2024-08-01,PROV_0002,DEP_FIN,3227.0,Gestión RRSS mensual - Ref 5176
FAC_CBD55474,2025-07-14,PROV_0034,DEP_HR,142.95,Consumibles y Papelería - Ref 1071
FAC_3DA347E6,2026-05-28,PROV_0012,DEP_HR,108.57,Mantenimiento Ascensores - Ref 5526
FAC_39A94261,2024-08-06,PROV_0005,DEP_LEG,6740.15,Consultoría Estratégica Trimestral - Ref 1416
FAC_7FB6F665,2025-04-28,PROV_0012,DEP_MKT,770.37,Reparación Climatización - Ref 6078
FAC_618E334B,2025-09-15,PROV_0029,DEP_MKT,684.64,Asesoría Legal laboral - Ref 5447
FAC_BF34BCF6,2025-05-04,PROV_0002,DEP_LEG,3952.88,Diseño Marca Corporativa - Ref 9096
FAC_86856F0D,2025-11-04,PROV_0004,DEP_HR,14692.9,Servicio Formación Ejecutiva - Ref 8995
FAC_14998CAD,2024-04-16,PROV_0021,DEP_MKT,11958.93,Servicio Formación Ejecutiva - Ref 3238
FAC_4C421CA6,2025-05-20,PROV_0004,DEP_FIN,9901.92,Consultoría Estratégica Trimestral - Ref 2767
FAC_FFC77088,2026-01-16,PROV_0029,DEP_MKT,4449.39,Defensa Jurídica mensual - Ref 7470
FAC_85F11987,2025-11-27,PROV_0015,DEP_OPS,9101.46,Almacenamiento y Picking - Ref 9249
FAC_E7C79336,2025-08-28,PROV_0001,DEP_FIN,6783.3,Consultoría Estratégica Trimestral - Ref 7399
FAC_536B0E43,2025-04-26,PROV_0022,DEP_IT,1713.8,Defensa Jurídica mensual - Ref 9876
FAC_5957B8B3,2025-11-25,PROV_0012,DEP_HR,197.23,Limpieza Oficinas Centrales - Ref 1647
FAC_6D06F3F5,2024-12-07,PROV_0016,DEP_IT,4114.72,Control Acceso Biométrico - Ref 7309
FAC_AB6FA876,2025-07-22,PROV_0008,DEP_MKT,455.41,Material de Oficina general - Ref 3092
FAC_3EC56BC0,2024-03-05,PROV_0009,DEP_HR,3101.48,Soporte de Sistemas E2E - Ref 2853
FAC_1101E852,2025-11-01,PROV_0019,DEP_MKT,1363.51,Servicio Notaría - Ref 3358
FAC_D977BA73,2026-02-03,PROV_0021,DEP_LEG,9599.0,Asesoría Financiera - Ref 8695
FAC_34B49C40,2024-04-30,PROV_0006,DEP_IT,3451.43,Sistemas Alarma Instalación - Ref 9969
FAC_3E54CA67,2025-08-31,PROV_0032,DEP_FIN,7450.0,Material de Oficina general - Ref 8008
FAC_AA4481B1,2024-04-13,PROV_0035,DEP_MKT,14581.18,Asesoría Financiera - Ref 6959
FAC_361FCA96,2024-12-07,PROV_0013,DEP_OPS,1967.33,Patrocinio Evento Anual - Ref 8238
FAC_74DABD58,2025-09-12,PROV_0032,DEP_LEG,940.21,Cafetería y Catering - Ref 8837
FAC_AE530240,2025-12-22,PROV_0019,DEP_MKT,899.8,Defensa Jurídica mensual - Ref 3403
FAC_D028478E,2026-05-21,PROV_0034,DEP_IT,800.1,Cafetería y Catering - Ref 6085
FAC_DEA29597,2025-10-20,PROV_0027,DEP_IT,5328.63,Consultoría Estratégica Trimestral - Ref 7191
FAC_B4A937B7,2024-12-24,PROV_0004,DEP_FIN,11933.89,Asesoría Financiera - Ref 9088
FAC_9D0110CF,2025-09-26,PROV_0001,DEP_LEG,11271.8,Asesoría Financiera - Ref 9566
FAC_6A844C00,2024-10-27,PROV_0027,DEP_MKT,14171.85,Asesoría Financiera - Ref 2126
FAC_C74D6F9F,2025-11-06,PROV_0017,DEP_IT,1043.04,Patrocinio Evento Anual - Ref 5517
FAC_A37BD1C7,2024-07-03,PROV_0029,DEP_FIN,2152.22,Servicio Notaría - Ref 4970
FAC_DF2B36D3,2025-07-01,PROV_0014,DEP_MKT,11093.9,Licencias de Software Cloud - Ref 5462
FAC_4542CDFE,2024-06-11,PROV_0015,DEP_FIN,14030.89,Distribución Última Milla - Ref 4423
FAC_D841D253,2024-04-10,PROV_0020,DEP_IT,8425.16,Servicio Formación Ejecutiva - Ref 9376
FAC_167454A6,2025-04-26,PROV_0010,DEP_OPS,9190.0,Material de Oficina general - Ref 3382
FAC_93FD3C4F,2026-05-27,PROV_0034,DEP_FIN,237.0,Mobiliario ergonómico - Ref 6334
FAC_6484A761,2024-07-22,PROV_0025,DEP_IT,318.22,Consumo Eléctrico Centralizado - Ref 8001
FAC_57E98DE9,2024-12-02,PROV_0013,DEP_LEG,924.48,Gestión RRSS mensual - Ref 2430
FAC_4B1EB587,2025-11-18,PROV_0006,DEP_FIN,4455.02,Sistemas Alarma Instalación - Ref 8184
FAC_A5EE3621,2025-12-23,PROV_0018,DEP_MKT,681.93,Material de Oficina general - Ref 7005
FAC_CCC4C6C6,2024-01-04,PROV_0025,DEP_LEG,436.62,Mantenimiento Ascensores - Ref 8511
FAC_27F79FBF,2024-04-15,PROV_0010,DEP_IT,773.22,Material de Oficina general - Ref 9482
FAC_A9F799BF,2025-12-26,PROV_0024,DEP_LEG,9242.81,Licencias de Software Cloud - Ref 2749
FAC_E423A4E8,2025-06-27,PROV_0008,DEP_LEG,923.2,Cafetería y Catering - Ref 8889
FAC_9C20DE44,2026-06-12,PROV_0011,DEP_MKT,3124.23,Control Acceso Biométrico - Ref 3365
FAC_277B7C2F,2024-03-28,PROV_0017,DEP_HR,4409.12,Gestión RRSS mensual - Ref 3986
FAC_27151AC2,2025-05-05,PROV_0034,DEP_HR,645.74,Cafetería y Catering - Ref 7606
FAC_52D341AB,2025-09-07,PROV_0010,DEP_HR,294.03,Cafetería y Catering - Ref 4614
FAC_335268BD,2024-07-02,PROV_0023,DEP_MKT,1847.83,Diseño Marca Corporativa - Ref 3204
FAC_9C831840,2024-02-01,PROV_0024,DEP_FIN,9883.99,Hardware Portátiles - Ref 9966
FAC_2D28D027,2025-03-30,PROV_0029,DEP_MKT,858.48,Servicio Notaría - Ref 2818
FAC_5B7984E8,2024-03-09,PROV_0031,DEP_LEG,6542.96,Consultoría Estratégica Trimestral - Ref 4747
FAC_F7C53798,2025-12-07,PROV_0034,DEP_OPS,385.32,Consumibles y Papelería - Ref 5438
FAC_770BF21C,2025-04-25,PROV_0034,DEP_IT,571.62,Consumibles y Papelería - Ref 4839
FAC_ED1DA79D,2024-11-07,PROV_0012,DEP_HR,337.5,Reparación Climatización - Ref 5091
FAC_53D44D84,2024-09-22,PROV_0031,DEP_MKT,12543.0,Servicio Formación Ejecutiva - Ref 1480
FAC_9DCE28DF,2025-12-11,PROV_0025,DEP_IT,931.7,Limpieza Oficinas Centrales - Ref 9007
FAC_4EDFFEAA,2025-06-20,PROV_0003,DEP_HR,106.26,Consumibles y Papelería - Ref 9492
FAC_763DCA8A,2026-01-15,PROV_0019,DEP_IT,529.59,Servicio Notaría - Ref 4008
FAC_AC84929D,2025-04-04,PROV_0008,DEP_OPS,671.57,Mobiliario ergonómico - Ref 8600
FAC_254BF2B3,2024-12-20,PROV_0018,DEP_OPS,63.65,Consumibles y Papelería - Ref 3477
FAC_DBD68DC6,2024-04-23,PROV_0012,DEP_OPS,188.3,Reparación Climatización - Ref 8217
FAC_C5000E1F,2025-05-25,PROV_0023,DEP_LEG,3194.22,Gestión RRSS mensual - Ref 9055
FAC_83E83EA9,2025-04-06,PROV_0022,DEP_OPS,1951.67,Servicio Notaría - Ref 8990
FAC_95BDA5F8,2024-12-21,PROV_0019,DEP_HR,2343.92,Defensa Jurídica mensual - Ref 7069
